fold,n_train_windows,n_test_windows,n_test_segments,n_test_segments_preictal,accuracy,precision,recall,f1,average_precision,roc_auc
0,800,380,11,2,0.18181818181818182,0.18181818181818182,1.0,0.3076923076923077,0.2159090909090909,0.33333333333333337
1,780,400,11,2,0.8181818181818182,0.0,0.0,0.0,0.1736111111111111,0.2222222222222222
2,780,400,11,2,0.18181818181818182,0.18181818181818182,1.0,0.3076923076923077,0.5909090909090909,0.5
