fold,n_train_windows,n_test_windows,n_test_segments,n_test_segments_preictal,accuracy,precision,recall,f1,average_precision,roc_auc
0,800,380,11,2,0.2727272727272727,0.0,0.0,0.0,0.15555555555555556,0.11111111111111116
1,780,400,11,2,0.18181818181818182,0.0,0.0,0.0,0.14090909090909093,0.0
2,780,400,11,2,0.6363636363636364,0.0,0.0,0.0,0.15555555555555556,0.11111111111111116
