fold,n_train,n_test,n_test_preictal,accuracy,precision,recall,f1,average_precision,roc_auc
0,600,580,320,0.8103448275862069,0.8162650602409639,0.846875,0.8312883435582822,0.9346005235703951,0.9154206730769231
1,580,600,320,0.8183333333333334,0.7630922693266833,0.95625,0.8488210818307905,0.9553741680673405,0.9423660714285714
