subject,run,seizure_id,n_train,n_test,n_test_preictal,accuracy,precision,recall,f1,average_precision,roc_auc,n_preictal_windows,n_interictal_windows,interictal_hours_monitored,hit,n_false_alarms,false_alarms_per_hour,hit_smoothed,n_false_alarms_smoothed,false_alarms_per_hour_smoothed
1,03,1_03_0,3491,750,30,0.8786666666666667,0.20952380952380953,0.7333333333333333,0.32592592592592595,0.15049740722444216,0.8893055555555555,30,720,6.0,True,83,13.833333333333334,True,66,11.0
1,04,1_04_0,3591,650,30,0.803076923076923,0.1643835616438356,0.8,0.2727272727272727,0.14436924868064205,0.8567204301075269,30,620,5.166666666666667,True,122,23.612903225806452,True,93,18.0
1,15,1_15_0,3523,718,30,0.947075208913649,0.3333333333333333,0.26666666666666666,0.2962962962962963,0.406378852029704,0.9723837209302325,30,688,5.733333333333333,True,16,2.7906976744186047,False,6,1.0465116279069768
1,16,1_16_0,3498,743,23,0.9878869448183042,0.9375,0.6521739130434783,0.7692307692307693,0.9424670233582624,0.9982487922705314,23,720,6.0,True,1,0.16666666666666666,True,0,0.0
1,18,1_18_0,3491,750,30,0.964,1.0,0.1,0.18181818181818182,0.9102263559991679,0.994212962962963,30,720,6.0,True,0,0.0,False,0,0.0
1,26,1_26_0,3611,630,30,0.9603174603174603,0.5675675675675675,0.7,0.6268656716417911,0.6728636733043595,0.9856666666666667,30,600,5.0,True,16,3.2,True,9,1.8
